1	33	99.13	1	461	461	1	461	0.0	na	na
1	31	99.13	1	461	461	1	461	0.0	na	na
1	28	99.13	1	461	461	1	461	0.0	na	na
1	26	99.13	1	461	461	1	461	0.0	na	na
1	21	99.13	1	461	461	1	461	0.0	na	na
1	20	99.13	1	461	461	1	461	0.0	na	na
1	13	99.13	1	461	461	1	461	0.0	na	na
1	9	99.13	1	461	461	1	461	0.0	na	na
1	8	99.13	1	461	461	1	461	0.0	na	na
1	22	42.04	19	456	471	20	484	2e-125	na	na
1	16	42.04	19	456	471	20	484	2e-125	na	na
1	7	42.04	19	456	471	20	484	2e-125	na	na
1	6	42.04	19	456	471	20	484	2e-125	na	na
1	36	56.97	28	357	330	37	362	3e-122	na	na
1	36	48.28	393	450	58	561	618	2e-15	na	na
1	23	34.61	23	445	471	21	485	1e-99	na	na
1	10	34.02	11	450	482	3	484	2e-93	na	na
1	24	25.23	30	449	444	40	477	1e-53	na	na
1	18	81.52	235	326	92	49	140	2e-40	na	na
1	18	82.35	427	460	34	9	42	7e-12	na	na
1	17	81.52	235	326	92	49	140	2e-40	na	na
1	17	82.35	427	460	34	9	42	7e-12	na	na
1	29	22.03	39	325	295	57	345	6e-15	na	na
1	35	22.71	39	325	295	52	340	1e-14	na	na
1	19	22.71	39	325	295	52	340	1e-14	na	na
1	12	22.71	39	325	295	52	340	1e-14	na	na
1	5	22.71	39	325	295	52	340	1e-14	na	na
1	34	22.48	36	325	298	45	336	3e-14	na	na
1	30	22.48	36	325	298	45	336	3e-14	na	na
1	27	22.48	36	325	298	45	336	3e-14	na	na
1	32	20.50	12	314	317	17	322	4e-11	na	na
1	2	100.00	302	325	24	2	25	1e-09	na	na
1	25	19.93	28	292	276	63	332	4e-08	na	na
1	15	19.93	28	292	276	63	332	4e-08	na	na
1	14	19.93	28	292	276	63	332	4e-08	na	na
1	11	19.93	28	292	276	63	332	4e-08	na	na
1	4	19.93	28	292	276	63	332	4e-08	na	na
1	3	19.93	28	292	276	63	332	4e-08	na	na
2	1	100.00	2	25	24	302	325	6e-11	na	na
2	33	95.83	2	25	24	302	325	1e-10	na	na
2	31	95.83	2	25	24	302	325	1e-10	na	na
2	28	95.83	2	25	24	302	325	1e-10	na	na
2	26	95.83	2	25	24	302	325	1e-10	na	na
2	21	95.83	2	25	24	302	325	1e-10	na	na
2	20	95.83	2	25	24	302	325	1e-10	na	na
2	13	95.83	2	25	24	302	325	1e-10	na	na
2	9	95.83	2	25	24	302	325	1e-10	na	na
2	8	95.83	2	25	24	302	325	1e-10	na	na
2	36	70.83	2	25	24	310	333	1e-08	na	na
2	18	75.00	2	25	24	116	139	2e-07	na	na
2	17	75.00	2	25	24	116	139	2e-07	na	na
2	22	50.00	2	25	24	301	324	7e-06	na	na
2	16	50.00	2	25	24	301	324	7e-06	na	na
2	7	50.00	2	25	24	301	324	7e-06	na	na
2	6	50.00	2	25	24	301	324	7e-06	na	na
2	23	50.00	5	24	20	300	319	5e-04	na	na
3	25	100.00	1	461	461	1	461	0.0	na	na
3	15	100.00	1	461	461	1	461	0.0	na	na
3	14	100.00	1	461	461	1	461	0.0	na	na
3	11	100.00	1	461	461	1	461	0.0	na	na
3	4	100.00	1	461	461	1	461	0.0	na	na
3	29	38.86	72	451	404	54	448	5e-96	na	na
3	34	39.65	73	451	396	46	430	8e-95	na	na
3	30	39.65	73	451	396	46	430	8e-95	na	na
3	27	39.65	73	451	396	46	430	8e-95	na	na
3	35	38.27	72	451	405	49	443	9e-93	na	na
3	19	38.27	72	451	405	49	443	9e-93	na	na
3	12	38.27	72	451	405	49	443	9e-93	na	na
3	5	38.27	72	451	405	49	443	9e-93	na	na
3	32	34.97	74	451	429	47	468	1e-76	na	na
3	24	24.59	69	369	305	44	340	4e-20	na	na
3	23	22.30	45	318	287	10	273	4e-12	na	na
3	22	21.86	62	332	279	28	291	6e-09	na	na
3	16	21.86	62	332	279	28	291	6e-09	na	na
3	7	21.86	62	332	279	28	291	6e-09	na	na
3	6	21.86	62	332	279	28	291	6e-09	na	na
3	10	21.25	60	219	160	18	173	1e-08	na	na
3	36	22.30	56	334	287	30	302	3e-08	na	na
3	33	20.65	63	332	276	28	292	4e-08	na	na
3	31	20.65	63	332	276	28	292	4e-08	na	na
3	28	20.65	63	332	276	28	292	4e-08	na	na
3	26	20.65	63	332	276	28	292	4e-08	na	na
3	21	20.65	63	332	276	28	292	4e-08	na	na
3	20	20.65	63	332	276	28	292	4e-08	na	na
3	13	20.65	63	332	276	28	292	4e-08	na	na
3	9	20.65	63	332	276	28	292	4e-08	na	na
3	8	20.65	63	332	276	28	292	4e-08	na	na
3	1	19.93	63	332	276	28	292	4e-08	na	na
4	25	100.00	1	461	461	1	461	0.0	na	na
4	15	100.00	1	461	461	1	461	0.0	na	na
